trait,time_step,t1,t2,t3,total
code,27,0.0022955761839125763,-0.003051167677417223,-0.00087473698061557234,0.00011914548711092557
code,28,0.0039493557417112947,-0.0029206303210148805,-0.00033955038917277694,0.0013682758098691912
code,29,0.0030404592074612853,-0.0029628664870242909,-0.00049570615495669196,0.00057329887539368622
code,30,0.0035770450215508423,-0.0029585504645495914,0.00016074726688922655,0.00045774729011202435
code,31,0.0046795436996471132,-0.0030757324391520995,0.001594735212865594,9.0760476294197284e-06
code,32,0.0044905491675953585,-0.003947263328066314,0.00022908489207401096,0.00031420094745503342
code,33,0.0032985800801473438,-0.0036178100813650613,0.00020941333624678723,-0.00052864333746450477
code,34,0.0025492460831696073,-0.0046229572057222505,-0.0023245724677825271,0.0002508613452298844
code,35,0.0021436989811720523,-0.0043011813365885221,-0.0025943191293247092,0.00043683677390823905
partial,0,0.00015761228519298675,0.00025428806741477491,6.2120722446783625e-05,0.00034977963016097802
partial,1,-0.00015696556041278891,0.00040767638581518789,0.00031215588736093044,-6.1445061958531437e-05
partial,2,9.1401858436375249e-05,4.3650417251109888e-05,0.00021007066660549408,-7.5018390918008947e-05
partial,3,5.7833218169264047e-05,-0.00033380276201877204,4.8155573550140787e-05,-0.00032412511739964879
partial,4,5.6169538508279876e-05,1.9355639755362476e-05,0.00024505951785498464,-0.00016953433959134229
partial,5,0.00033616514790766342,-8.0977980631362118e-05,0.00013044393746175275,0.00012474322981454854
partial,6,0.00024037043203088544,-0.00011070700506335486,4.7049710862881434e-05,8.2613716104649147e-05
partial,7,0.00011940860123429452,-0.00062659916878522075,-0.00024698173092176226,-0.000260208836629164
partial,8,0.00012754349259677707,-0.0005188380643419121,-8.8004313195088333e-06,-0.00038249414042562614
partial,9,0.00012268945573470807,-0.00020757084707322257,-1.3297553067188809e-05,-7.1583838271325681e-05
partial,10,7.6621652064517043e-05,0.0001896806413768342,3.5599208768695534e-06,0.00026274237256448171
partial,11,7.255341597845659e-05,-0.00017061992268266283,-0.0001570362946785078,5.8969787974301555e-05
partial,12,-7.7152087695634103e-05,5.6171360989417633e-05,-6.0248019950417908e-05,3.9267293244201439e-05
partial,13,-1.2131586961573806e-06,3.6422330177543123e-06,-0.00010067321874279081,0.00010310229306438774
partial,14,-4.0154953518632286e-05,-5.067021546145561e-05,-0.00019888662778543188,0.00010806145880534399
partial,15,7.8734952469460746e-05,0.00010675598131934672,0.00018321844916593721,2.2724846228702571e-06
partial,16,2.5324958110713959e-05,0.00019637785777253455,4.3098419595022152e-05,0.00017860439628822637
partial,17,-3.5330192357974014e-05,0.00026055400256305803,0.0001573764513984054,6.7847358806678599e-05
partial,18,-2.0114505811719387e-06,0.00012976801325491008,-0.00024685568470887568,0.00037461224738261382
partial,19,-7.2558419072422223e-05,-0.00028921241988582143,-0.00037067918670468617,8.9083477464424986e-06
partial,20,-8.0147904339142569e-05,0.00022548153783695046,-1.9393577018135267e-05,0.00016472721051594315
partial,21,-4.8768758257186868e-05,0.00024342051952004487,-6.5049720772607987e-05,0.000259701482035466
partial,22,-0.00010812956947529448,0.00059345968636921912,-3.8026284460343333e-05,0.00052335640135426796
partial,23,-0.00017092025618400746,0.00039737681183653209,-8.5991456440369642e-05,0.00031244801209289429
partial,24,-0.00016314338151691808,0.00053767569368455147,-1.862295166158865e-05,0.00039315526382922199
partial,25,-0.00010809425155120753,0.00068233779133326745,0.00022894908671610944,0.00034529445306595054
partial,26,-9.6571030057774569e-05,0.00088176402462788203,0.00011993921047230494,0.00066525378409780251
partial,27,-6.2381032601120626e-05,0.00070506708834761425,-3.9133842720564196e-05,0.00068181989846705787
partial,28,-0.00010144261538275034,0.0010159287984293044,0.00036112146295442951,0.00055336472009212458
partial,29,-7.2653877837388376e-05,0.0014840878339992113,0.00071532554043893248,0.00069610841572289054
partial,30,-0.00014498166736612601,0.0010847152347106836,0.00031091156012245062,0.00062882200722210683
partial,31,-4.1998236315968781e-05,0.0015924889392588948,0.00088347607373806937,0.00066701462920485668
partial,32,-0.00015430435533368551,0.0010164062224526193,0.00022268873946879028,0.00063941312765014363
partial,33,-0.00017705355876068945,0.0010350037745372128,0.00011034290055869114,0.00074760731521783226
partial,34,-4.7617490536487916e-05,0.0016023639917086391,0.00074643832020247032,0.00080830818096968085
partial,35,-6.8035878238210503e-05,0.0010565850716536985,0.00020049774971655549,0.00078805144369893231
rom,0,7.8248681335593447e-06,3.5581810058070342e-05,-4.2789089825233257e-07,4.3834569089882018e-05
rom,1,4.2487715806044031e-05,-0.00026451135837386838,-4.0936212007301548e-05,-0.00018108743056052281
rom,2,0.00016067931776628876,-0.00014173173999125556,5.7489444044502019e-05,-3.8541866269468819e-05
rom,3,0.00014397731689222586,-0.00044626988279173956,-1.8668587230055416e-05,-0.00028362397866945824
rom,4,0.00049490999651199128,-0.00063328504563244154,0.00014413127842511606,-0.00028250632754556627
rom,5,0.00036082032826933384,-0.00061243997310253149,-0.00010520117295867405,-0.00014641847187452355
rom,6,0.00021849142779660055,-0.00011246861876485813,0.00010699112186008362,-9.6831282834120187e-07
rom,7,0.00018830225255767142,-0.00033571235401715191,-0.00013037897972080427,-1.7031121738676248e-05
rom,8,0.00015589979283948575,-0.00036446540720245764,-0.00013625294176540948,-7.2312672597562438e-05
rom,9,7.111073234753826e-05,-0.00022318513522228531,-3.8955115740480977e-05,-0.00011311928713426608
rom,10,8.2036467504412053e-05,-0.00042460229495987819,-7.2252602384619005e-05,-0.00027031322507084716
rom,11,0.00012451794903239419,-0.00041611600923808351,1.1353911682431166e-05,-0.00030295197188812053
rom,12,0.00013817221346347521,-0.00013975195220172171,0.00021021452122125649,-0.00021179425995950299
rom,13,0.00013860667091964023,-0.00038688056071623856,-2.701429607018107e-05,-0.00022125959372641722
rom,14,0.00012592638411919687,-0.00059326494438540422,-3.9229626058989955e-05,-0.00042810893420721735
rom,15,0.00013484848717102254,-0.00026682206209623836,-6.1693885224374333e-05,-7.0279689700841492e-05
rom,16,8.6308077433457515e-05,-0.00040610085871667942,-0.00017980070978797859,-0.00013999207149524334
rom,17,0.00014550013561840346,-0.00013773102312802715,-0.00029210218581141197,0.00029987129830178828
rom,18,0.00018209251512305426,-0.00028767530364050416,-0.00030235323172418378,0.00019677044320673387
rom,19,0.00022545212974246163,-0.0004240956248750079,-0.00034392508993782392,0.00014528159480527766
rom,20,0.00035854718348499767,-0.000134803307357564,-0.00035753918020273986,0.00058128305633017353
rom,21,0.0002297273428089464,-0.00029590402276606588,-0.00034021613955253393,0.00027403945959541447
rom,22,0.00019376159863719144,-0.00037664435435558105,-0.00022665217940993752,4.3769423691547918e-05
rom,23,0.00026890374609201567,-0.00054958047830196176,-0.00021801215341553371,-6.266457879441239e-05
rom,24,0.00020281059195095054,-0.00055470468043687486,-0.00016059101675997836,-0.00019130307172594602
rom,25,0.0001486895651066751,-0.00070360123470253257,-0.0001631210789868934,-0.00039179059060896401
rom,26,0.00015055401031922611,-0.00057853900417071703,-0.00026281039019319382,-0.0001651746036582971
rom,27,0.00021294250334511549,-0.00084269830442163971,-0.00021108275985956849,-0.00041867304121695568
rom,28,0.0002361353327154194,-0.00068937813686049813,-0.00033260325684887702,-0.00012063954729620171
rom,29,0.00023555690753105071,-0.00064229339048171353,-0.00013201902075919735,-0.0002747174621914655
rom,30,0.00021412802234543896,-0.0008901587676049805,-0.00022137141607458071,-0.00045465932918496092
rom,31,0.00015047844781943635,-0.00063219017475137692,-3.9033952954242356e-05,-0.00044267777397769817
rom,32,0.00017405250769880426,-0.00083110962615444244,-9.7078002360543043e-05,-0.00055997911609509507
rom,33,0.00014219995290240273,-0.0007215207832144356,-0.00011838287184788816,-0.00046093795846414477
rom,34,6.381757901412834e-05,-0.00065902081435583923,-8.0589333077547013e-05,-0.00051461390226416391
rom,35,0.00014591765889388847,-0.00067257800626690525,-5.1091088929715204e-05,-0.0004755692584433016
sulphid,0,-0.0001210545625044405,9.2811295286822842e-05,3.2371714559431555e-05,-6.0614981777049211e-05
sulphid,1,-7.8685085252540714e-05,9.6429883512141141e-05,1.2128751237394752e-06,1.6531923135860961e-05
sulphid,2,1.5865337269523915e-05,1.2877114498325794e-05,7.9225124174191089e-06,2.0819939350430602e-05
sulphid,3,8.4265432033591282e-05,-0.00013959345745337268,-7.1859102452512244e-05,1.6531077032730856e-05
sulphid,4,-4.0759939734504026e-05,-4.6384718327697985e-05,-8.283709006835545e-05,-4.3075679938465615e-06
sulphid,5,-6.9393949453864357e-05,0.00019214721953265523,-7.239428262351461e-05,0.00019514755270230548
sulphid,6,1.2847447307403153e-05,-6.5889242258893209e-05,-0.0001880596997634374,0.00013501790481194734
sulphid,7,2.3123264752754262e-06,-0.00014384760564278279,-0.00016866602247838131,2.7130743310873945e-05
sulphid,8,3.0922755976063277e-05,-0.00018524515405299151,-4.4385372569241479e-05,-0.00010993702550768673
sulphid,9,-6.0201783386980904e-05,-2.1065775680323327e-05,-5.3928496390879006e-05,-2.7339062676425224e-05
sulphid,10,-1.0484723385543549e-06,-2.9364852096581149e-05,-9.2547002044169243e-05,6.213367760903374e-05
sulphid,11,1.7574186204837565e-05,-2.1689472782870455e-05,-1.7379595255180563e-05,1.3264308677147672e-05
sulphid,12,-7.358248470549021e-05,2.8426108867800248e-05,-9.8487313839429482e-05,5.333093800173952e-05
sulphid,13,2.7989202150669772e-06,-6.6901313864131071e-05,2.4563176417361153e-05,-8.866557006642525e-05
sulphid,14,-2.6063209478544107e-05,-0.00014736076921741673,-7.4870546184279627e-05,-9.8553432511681204e-05
sulphid,15,-4.851492492653419e-05,-6.5778174852568818e-05,-8.2694066430868745e-05,-3.1599033348234269e-05
sulphid,16,-4.719454471166661e-05,-2.4540582857125973e-05,-9.8194413545209011e-05,2.6459285976416429e-05
sulphid,17,-5.9168695053918446e-05,-7.8179993667779364e-05,-5.814831541332942e-05,-7.9200373308368376e-05
sulphid,18,-2.9540505523808485e-05,-3.6354911824575261e-05,-6.5245041717892287e-05,-6.5037563049146255e-07
sulphid,19,-3.972719326119737e-05,1.0298276976720621e-05,-6.7458263508850892e-05,3.8029347224374143e-05
sulphid,20,-4.5642739598503048e-05,-5.9649454255875229e-05,-5.9142445910256985e-05,-4.6149747944121292e-05
sulphid,21,-3.9293268471571334e-05,-2.5287545902429771e-05,-5.8510850165027055e-05,-6.0699642089740422e-06
sulphid,22,-3.0017158526787411e-05,-5.6235295194708839e-05,-6.029155466196082e-05,-2.5960899059535426e-05
sulphid,23,-3.4446231975105095e-05,-3.7256294008403429e-05,-5.9031963480283394e-05,-1.2670562503225123e-05
sulphid,24,-3.1209379177970176e-05,-8.700034589467125e-05,-3.9923928246347629e-05,-7.828579682629379e-05
sulphid,25,-4.3343121881098626e-05,-1.785393424345411e-05,-7.223059359801054e-05,1.1033537473457804e-05
sulphid,26,-4.1523886367828454e-05,-5.3225446838565565e-05,-6.023894511841503e-05,-3.4510388087978996e-05
sulphid,27,-3.3004086955174789e-05,-2.2661797947576821e-05,-7.1240796814001786e-05,1.5574911911250177e-05
sulphid,28,-3.1752106540647815e-05,-3.4104856969511078e-05,-2.6156576639019373e-05,-3.9700386871139524e-05
sulphid,29,-3.5804931612514954e-05,-3.1070359608133946e-05,-6.2206216258403838e-05,-4.6690749622450622e-06
sulphid,30,-4.0940789912066825e-05,-1.9155784118234537e-05,-6.258038672300792e-05,2.4838126927065573e-06
sulphid,31,-4.5730065238199267e-05,-5.1528230966997046e-05,-8.38065644983287e-05,-1.3451731706867612e-05
sulphid,32,-5.1088382336918991e-05,-2.8769680114525301e-05,-6.5682233412292477e-05,-1.4175829039151814e-05
sulphid,33,-4.4374538159250045e-05,-4.5776693037842985e-05,-5.1101847835236002e-05,-3.9049383361857028e-05
sulphid,34,-5.0457331008853155e-05,-2.6976378730901242e-05,-3.0535241494747863e-05,-4.6898468245006541e-05
sulphid,35,-5.1434691078039598e-05,-3.9086275680473659e-05,-4.1890647965833069e-05,-4.8630318792680188e-05
resist,0,-0.0003568670541407666,-0.0016913264244543494,6.8336776340355952e-05,-0.0021165302549354722
resist,1,-0.00033385999592864775,-0.00014761423965157128,0.00013083949986667423,-0.00061231373544689324
resist,2,0.00091357310403504489,-0.001194941873070315,-0.00012928483240602542,-0.00015208393662924456
resist,3,0.00057173810120305323,-0.00049212647359591526,0.00044661603867852733,-0.00036700441107138937
resist,4,9.6947381878340262e-05,-0.00082216889731736057,-1.6969359946728212e-05,-0.00070825215549229215
resist,5,0.00060050332953341331,-0.0015104292806901985,-9.5334966392629107e-05,-0.00081459098476415609
resist,6,4.4157409520234819e-05,-0.0012851087015318661,-0.00069701372806984965,-0.00054393756394178171
resist,7,2.9520432886464469e-05,-0.0003577879587935253,0.00024853183905434859,-0.00057679936496140942
resist,8,0.00012443465759497002,-0.0014047898423003124,-0.00012193346877617422,-0.0011584217159291681
resist,9,-0.00026160282056053341,-0.00016069972537414057,-0.00040297333789938511,-1.932920803528887e-05
resist,10,2.2350237847001918e-06,0.00011536244995670205,-0.0002000360886967228,0.00031763356243812504
resist,11,-0.00020286626197127571,-0.0001190479878542631,-0.0005226877363884412,0.00020077348656290239
resist,12,-0.00022556809855495127,-8.2309730729736541e-05,-0.00055224410440956662,0.00024436627512487881
resist,13,-0.00018562899675627698,-0.00059690774966073706,-0.00099523910336025328,0.00021270235694323923
resist,14,-3.9743412762086184e-05,-0.00020922837238840039,-0.00076557525535298594,0.00051660347020249936
resist,15,-0.00014047984855228551,-8.9186894286091356e-05,-0.00073861375671714917,0.00050894701387877231
resist,16,-0.00020578868220017804,-0.00045493895353392077,-0.0005666487195694329,-9.4078916164665877e-05
resist,17,-0.0003818355328319536,-0.0004039951791046875,-0.0005338541561829141,-0.000251976555753727
resist,18,-0.00034121311414200627,-0.00016244354097618205,-0.00011140639514573654,-0.00039225025997245179
resist,19,-0.00045474235252862679,-0.00057739964002791351,-0.00059707554433089055,-0.00043506644822564975
resist,20,-0.00048551550972411258,-3.2913109447580964e-05,-0.00040879151312742026,-0.00010963710604427329
resist,21,-0.00042451322388368672,-0.00051117717624535742,-0.0010725179051715805,0.00013682750504253639
resist,22,-0.0005073358718978118,-0.00055070732921065862,-0.0013181908081382359,0.0002601476070297655
resist,23,-0.00045509891742306099,-0.00017628014984967072,-0.00084231012806000897,0.00021093106078727726
resist,24,-0.00044850537627689222,0.00048506923670323034,-0.00051891986707557026,0.00055548372750190839
resist,25,-0.00056679657528894089,0.000948749349589919,-0.00067192690471028986,0.001053879679011268
resist,26,-0.00060247907105290038,0.00019362888909140146,-0.0011286925372464046,0.00071984235528490571
resist,27,-6.2896790745691123e-05,0.00031452074373492444,-0.00047893437055058233,0.00073055832353981567
resist,28,-0.00067574277079278356,0.00026778387924657437,-0.00067447688607034494,0.00026651799452413576
resist,29,-0.00088887167964348511,-0.00032127403014610043,-0.0014810420628886569,0.00027089635309907132
resist,30,-0.00082150112496152299,0.00076862037547905651,-0.00048259280133743256,0.00042971205185496613
resist,31,-0.0011273382341192978,0.00023322320506358608,-0.00096701909335654933,7.2904064300837595e-05
resist,32,-0.0015161246508662411,-1.9589925801989736e-05,-0.001909899864531497,0.00037418528786326618
resist,33,-0.0014717061551438426,0.00053018750359597904,-0.0014246993330396846,0.00048318068149182103
resist,34,-0.001593139842794772,0.00029275523880938764,-0.0016459577331851005,0.00034557312919971609
resist,35,-0.0018508805512042351,-0.00021237536873734914,-0.0022550851170071505,0.00019182919706556625
rod,0,-0.0008437769363335881,0.0040398419194692765,0.00037318326971359512,0.0028228817134220933
rod,1,-0.00084666489869930726,0.0040756193131780867,0.00011022215794579245,0.0031187322565329866
rod,2,-0.00099844574652785878,0.0038082630336704975,0.00059570343724203354,0.0022141138499006049
rod,3,-0.0012036624698166492,0.0042485909991189699,-0.00011700247682659035,0.0031619310061289114
rod,4,-0.0012819107663657055,0.0037488424813250402,1.0490853007143737e-05,0.0024564408619521909
rod,5,-0.0008436026714035025,0.0038288758859904948,3.1277528482941327e-05,0.0029539956861040512
rod,6,-0.00077717148423503586,0.0034838292916186354,-0.00014754710410773875,0.0028542049114913381
rod,7,-0.00096115913959768547,0.0040537823138335699,0.001042955548955942,0.0020496676252799422
rod,8,-0.0010191380909976577,0.004544442619198898,0.00039738801171690965,0.0031279165164843307
rod,9,-0.00038624011125475252,0.0027550916911781688,0.0003272805520896129,0.0020415710278338037
rod,10,-0.00096931716861307872,0.0035522390178562495,0.00098028578959839601,0.0016026360596447745
rod,11,-0.0012792036394965148,0.00337331097431972,0.00085034505857172079,0.0012437622762514842
rod,12,-0.00122957485469502,0.0029745832064403694,0.00057836809824249194,0.0011666402535028576
rod,13,-0.0011422526421784086,0.0018527519099862761,-9.9980068060722987e-06,0.00072049727461393973
rod,14,-0.0011802613403075182,0.002204822743309888,0.00037469214592548311,0.00064986925707688666
rod,15,-0.0012228228318646832,0.0018111708140776785,-0.00029072363213416142,0.00087907161434715685
rod,16,-0.00116108443642662,0.0016482171876148718,-7.3716023010496026e-05,0.00056084877419874772
rod,17,-0.001057164244130584,0.0013801228279087931,8.7939288299899361e-05,0.00023501929547830973
rod,18,-0.00084524689934385938,0.0013848253072519412,0.00068803757296491993,-0.00014845916505683808
rod,19,-0.0014661858489878978,0.0011403814729839456,-0.00025965549427786931,-6.614888172608302e-05
rod,20,-0.0020915776221288413,0.0012415292628577615,-7.5817890209745921e-05,-0.00077423046906133393
rod,21,-0.0015934461492894151,0.00066188359602431415,-0.00023858374090452941,-0.00069297881236057152
rod,22,-0.0017117131247726262,5.8267629556230365e-05,-0.0010074134016813971,-0.0006460320935349987
rod,23,-0.0018572698203251799,-0.00057008912940204027,-0.0009771453830530216,-0.0014502135666741986
rod,24,-0.0017995653291388678,0.00034022065362306411,-0.00016741111002757081,-0.0012919335654882329
rod,25,-0.0018609361471734547,6.5634864760959633e-06,-0.00034370151042501402,-0.0015106711502723448
rod,26,-0.0019826931047779027,-0.00016485182183720868,-0.00035008256824801715,-0.0017974623583670944
rod,27,-0.0019942829640806565,-0.00077021834101607262,-0.00068241939193629763,-0.0020820819131604313
rod,28,-0.0021479450676347976,-0.00092657185549620096,-0.00072959926336882452,-0.0023449176597621739
rod,29,-0.0020060881772091723,-0.00072809650275727777,-0.00051084178379562633,-0.0022233428961708239
rod,30,-0.0021701729702158566,-0.0007339426777484624,-0.00047605548283215834,-0.0024280601651321607
rod,31,-0.0016034401798739745,-0.00088523980529155296,-5.3576777566875386e-05,-0.0024351032075986519
rod,32,-0.0011769195902061387,-0.0012263037112761244,0.00036774027621880382,-0.0027709635777010671
rod,33,0.0003701679924248429,-0.00091192179403400977,0.0019420560407606476,-0.0024838098423698145
rod,34,0.00015657886866282347,-0.00023928598678364649,0.0021691514623153317,-0.0022518585804361547
rod,35,-0.00057719536226964979,-0.0014231178297966789,0.00053196837772970034,-0.0025322815697960289
sleev,0,2.7617932033185297e-05,0.0028173271321106741,0.00056360290090620789,0.0022813421632376513
sleev,1,-0.00073357576855089901,0.003361015814139748,0.00079366173634835716,0.001833778309240492
sleev,2,-0.00043805256587633307,0.003155628295178718,0.00088334776810644502,0.0018342279611959396
sleev,3,-0.00084500923264072437,0.0029605795358532325,0.00029807989007711095,0.0018174904131353972
sleev,4,-0.0008432910070286637,0.0037050905508338406,0.00089467973152623532,0.0019671198122789418
sleev,5,-0.00033501607344120103,0.0033773719907607496,0.0011515429183994105,0.001890812998920138
sleev,6,-0.00067188095019560137,0.0031776315707055447,0.00046358976354697265,0.0020421608569629705
sleev,7,-0.0010747903242502152,0.0031497601913740652,0.0010250500894721051,0.0010499197776517449
sleev,8,-0.00055111004357430589,0.0025332359900868797,0.00048150400896431578,0.0015006219375482584
sleev,9,-0.00070345147353466559,0.0018952256034982587,0.0010473095513440602,0.00014446457861953289
sleev,10,-0.00061591822174452175,0.0016206669880373544,0.00059422836873086391,0.00041052039756196874
sleev,11,-0.00071169460910601066,0.001869101903166661,0.0012434988376945643,-8.6091543633913872e-05
sleev,12,-0.00069777111172385025,0.0014353799498786053,0.0010595133374124836,-0.0003219044992577285
sleev,13,-0.00054730730025839326,0.0016241796803346965,0.0011274044690416892,-5.0532088965386107e-05
sleev,14,-0.00032146973222643238,0.00086288787217483974,0.0011591379484073123,-0.00061771980845890494
sleev,15,-0.00050607629616105287,0.00070315504136575317,0.0014869664861382336,-0.0012898877409335333
sleev,16,-5.4763172588004927e-05,0.00076881746884073412,0.001519358184591389,-0.00080530388833865985
sleev,17,-0.00035048477295271179,0.00094959920195565909,0.0017524425943554363,-0.001153328165352489
sleev,18,-0.00041711985472065284,0.0009655310662174529,0.0020108576582783242,-0.0014624464467815242
sleev,19,-0.00056475340943722857,0.0020944021829101683,0.0026389921405585073,-0.0011093433670855673
sleev,20,-0.00073892662502772098,0.00051423085740960627,0.0019509825010246222,-0.0021756782686427369
sleev,21,-0.00098003190941266119,0.00050440327921240195,0.002012389043936707,-0.0024880176741369662
sleev,22,-0.00071758673485668634,0.00059766500539962404,0.0020165787458527912,-0.0021365004753098535
sleev,23,-0.0012005397149666556,0.0006451646576112499,0.0017642592521793855,-0.0023196343095347911
sleev,24,-0.0008821912435360758,0.00055087445917216613,0.0021180442345873369,-0.0024493610189512465
sleev,25,-0.00037274448518352014,0.0012591595166600304,0.0032013403494583351,-0.0023149253179818247
sleev,26,-0.0008255982294192325,-0.00031906797831678893,0.0013324341781268388,-0.0024771003858628602
sleev,27,-0.0012539355675950908,-0.0009027294263699887,0.00078168925289779962,-0.0029383542468628789
sleev,28,-0.0013211570291508752,-0.00064029711955074491,0.0010824036222072226,-0.0030438577709088425
sleev,29,-0.00090964375611280238,-0.0014902025456769506,0.00067594532135626382,-0.003075791623146017
sleev,30,-0.0012004495631149769,-6.8492096155392318e-05,0.001569442044947687,-0.0028383837042180561
